entities,author_id,id,created_at,public_metrics,text,edit_history_tweet_ids,username,name
"{'mentions': [{'start': 0, 'end': 15, 'username': 'Enrique_GomezM', 'id': '1368471536'}, {'start': 16, 'end': 29, 'username': 'petrogustavo', 'id': '49849732'}, {'start': 124, 'end': 138, 'username': 'Registraduria', 'id': '83917616'}, {'start': 139, 'end': 152, 'username': 'CNE_COLOMBIA', 'id': '264401370'}, {'start': 206, 'end': 219, 'username': 'petrogustavo', 'id': '49849732'}, {'start': 220, 'end': 233, 'username': 'intiasprilla', 'id': '3092609308'}, {'start': 234, 'end': 246, 'username': 'FiscaliaCol', 'id': '219990061'}, {'start': 247, 'end': 263, 'username': 'IndraenColombia', 'id': '390698642'}, {'start': 264, 'end': 271, 'username': 'ONU_es', 'id': '119844526'}, {'start': 272, 'end': 283, 'username': 'JDOviedoAr', 'id': '219434063'}], 'urls': [{'start': 284, 'end': 307, 'url': 'https://t.co/qxSQP73d7W', 'expanded_url': 'https://x.com/Mechitascasmont/status/1970999097109942586/photo/1', 'display_url': 'pic.x.com/qxSQP73d7W', 'media_key': '3_1970999091770388480'}], 'hashtags': [{'start': 59, 'end': 85, 'tag': 'ConfirmadoFraudeElectoral'}]}",1084612507,1970999097109942586,2025-09-24 23:49:38+00:00,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 8}","@Enrique_GomezM @petrogustavo 🇨🇴  🇨🇴 ALERTA COLOMBIA 🇨🇴 🇨🇴
#ConfirmadoFraudeElectoral  
Fue de tal magnitud con complicidad @Registraduria @CNE_COLOMBIA.
Muchos JURADOS VOTARON DOS VECES+MUERTOS+ASTERISCOS
@Petrogustavo @intiasprilla
@FiscaliaCol @IndraenColombia @ONU_es @JDOviedoAr https://t.co/qxSQP73d7W",['1970999097109942586'],Mechitascasmont,Mechitascasmonth
"{'mentions': [{'start': 10, 'end': 21, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 71, 'end': 86, 'username': 'sergio_fajardo', 'id': '25185308'}], 'urls': [{'start': 204, 'end': 227, 'url': 'https://t.co/OtAcgTwUlC', 'expanded_url': 'https://twitter.com/jdoviedoar/status/1970635488689045865', 'display_url': 'x.com/jdoviedoar/sta…'}], 'annotations': [{'start': 40, 'end': 48, 'probability': 0.746, 'type': 'Person', 'normalized_text': 'Petristas'}, {'start': 193, 'end': 201, 'probability': 0.6422, 'type': 'Person', 'normalized_text': 'Petristas'}]}",815975754,1970997914056176075,2025-09-24 23:44:56+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 12}","Excelente @JDOviedoAr !, a callar bocas Petristas así como lo ha hecho @sergio_fajardo con las absoluciones jurídicas de todas las mentiras que le fabricaron la quemona, la secta y las bodegas Petristas. https://t.co/OtAcgTwUlC",['1970997914056176075'],AndresContre81,Andrés Contreras
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}], 'annotations': [{'start': 37, 'end': 42, 'probability': 0.8821, 'type': 'Place', 'normalized_text': 'Oviedo'}]}",1541764349773193216,1970997473075396708,2025-09-24 23:43:11+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 12}","@JDOviedoAr Yo. Siempre he creído en Oviedo, en su honestidad y buen trabajo realizado.",['1970997473075396708'],Augusto71996556,Augusto Alarcon
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 19, 'username': 'Hora20', 'id': '143285665'}], 'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/tIag05cncH', 'expanded_url': 'https://x.com/remoralesh/status/1970994713642897470/photo/1', 'display_url': 'pic.x.com/tIag05cncH', 'media_key': '3_1970994706877227008'}]}",1199184907886616582,1970994713642897470,2025-09-24 23:32:13+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",@JDOviedoAr @Hora20 Primero los valores! Sus valores 👇🏼👇🏼👇🏼 https://t.co/tIag05cncH,['1970994713642897470'],remoralesh,Yo soy Charlie Kirk!
"{'mentions': [{'start': 0, 'end': 13, 'username': 'UltimaHoraCR', 'id': '1297930090135920640'}, {'start': 14, 'end': 25, 'username': 'JDOviedoAr', 'id': '219434063'}]}",1831790771810308096,1970986480932909440,2025-09-24 22:59:30+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 2}","@UltimaHoraCR @JDOviedoAr Recordemos,que todas las cortes,no van a condenar o socializar a alguien que tenga conexión con el centro demoníaco",['1970986480932909440'],AngelFu70650224,Angel Fuentes
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}]}",1464017036238016512,1970981887268332005,2025-09-24 22:41:15+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 15}","@JDOviedoAr Pescador de rio revuelto,lo eligieron para ser concejal termine periodo no abandone responsabilidad adquirida,muestra más su oportunismo y paracaidismo político.",['1970981887268332005'],Ricardoped1323,Ricardo Pedraza
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 193, 'end': 209, 'username': 'ABDELAESPRIELLA', 'id': '1657059045956517897'}, {'start': 210, 'end': 222, 'username': 'MiguelPoloP', 'id': '541020317'}], 'annotations': [{'start': 12, 'end': 14, 'probability': 0.7856, 'type': 'Person', 'normalized_text': 'Ole'}, {'start': 186, 'end': 190, 'probability': 0.9773, 'type': 'Person', 'normalized_text': 'Petro'}]}",1740054450645909504,1970980612053103090,2025-09-24 22:36:11+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 6}",@JDOviedoAr Ole está gente de la derecha  solo tiene una partida de payasos y maricones como candidatos. Dónde les quedó tanta pero tanta homófobia de la que pregonaron todo el gobierno Petro? @ABDELAESPRIELLA @MiguelPoloP Si van a frenar el desarrollo del país por lo menos sean consecuentes,['1970980612053103090'],laPola6402,Apolonia
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}]}",1621468421119528961,1970979553859469386,2025-09-24 22:31:59+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 8}",@JDOviedoAr Ud es un ultraderechista camuflado q trabajara por los ricos como siempre lo ha hecho. Por ud votara su madre.,['1970979553859469386'],EDUARDOSAIZ1960,MONA SAPIENS
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}], 'annotations': [{'start': 53, 'end': 60, 'probability': 0.6734, 'type': 'Person', 'normalized_text': 'Quintero'}, {'start': 113, 'end': 120, 'probability': 0.985, 'type': 'Place', 'normalized_text': 'Colombia'}]}",1538238587178713088,1970978335699464665,2025-09-24 22:27:08+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 35}","@JDOviedoAr No gracias ni usted, ni carrasquilla, ni Quintero no van más no son candidatos para sacar adelante a Colombia. No poseen conocimiento ni la empatía requerida para hacer las cosas. No que gracias",['1970978335699464665'],solo_barriocali,freiman Alberziga
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}]}",1412970426,1970978174239637948,2025-09-24 22:26:30+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 37}","@JDOviedoAr Cuenta con mi voto, pero para el que diga petro🤣🤣🤣",['1970978174239637948'],R_lapeira,Ralflaptor
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}], 'annotations': [{'start': 12, 'end': 17, 'probability': 0.3315, 'type': 'Other', 'normalized_text': 'Gomelo'}]}",1505403021521567744,1970978110050107588,2025-09-24 22:26:15+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 26}","@JDOviedoAr Gomelo, cachorro y rolo",['1970978110050107588'],AlexGon72361682,Alex Gonzalez
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 28, 'username': 'consejodeestado', 'id': '190713465'}, {'start': 29, 'end': 43, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}, {'start': 217, 'end': 227, 'username': 'IvanDuque', 'id': '77653794'}]}",67484588,1970976646405685705,2025-09-24 22:20:26+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 5}","@JDOviedoAr @consejodeestado @ConTodaPorCol Ni alcalde, ni concejal, ni mucho menos presidente. La popularidad mediática le hizo perder los papeles. Lastima, de los poquisimos funcionarios destacables del gobierno de @IvanDuque",['1970976646405685705'],ChechaGeney,Julio César Geney Berrocal
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}]}",67762827,1970971833970414035,2025-09-24 22:01:18+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 7}",@JDOviedoAr A trabajar duro por la reposición de votos,['1970971833970414035'],Rey_Baco,Dionysos🌎
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}]}",230037328,1970969613098963328,2025-09-24 21:52:29+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 9}",@JDOviedoAr Igual todos sabemos que usted es una rata.,['1970969613098963328'],cma1006,Каміло ☠️
"{'mentions': [{'start': 0, 'end': 7, 'username': 'HBDI26', 'id': '1332701694317244417'}, {'start': 8, 'end': 19, 'username': 'JDOviedoAr', 'id': '219434063'}], 'urls': [{'start': 20, 'end': 43, 'url': 'https://t.co/q59YxXnCdf', 'expanded_url': 'https://x.com/LabradaAudrey/status/1970969402100322427/photo/1', 'display_url': 'pic.x.com/q59YxXnCdf', 'media_key': '16_1970969394437115904'}]}",1389760880024465408,1970969402100322427,2025-09-24 21:51:38+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1}",@HBDI26 @JDOviedoAr https://t.co/q59YxXnCdf,['1970969402100322427'],LabradaAudrey,Audrey Cadena Labrada
"{'mentions': [{'start': 0, 'end': 10, 'username': 'MisaelMH1', 'id': '990783504127537153'}, {'start': 11, 'end': 22, 'username': 'JDOviedoAr', 'id': '219434063'}], 'urls': [{'start': 46, 'end': 69, 'url': 'https://t.co/1y9rkF9mfq', 'expanded_url': 'https://x.com/LabradaAudrey/status/1970968792349216901/photo/1', 'display_url': 'pic.x.com/1y9rkF9mfq', 'media_key': '16_1970968784497246208'}]}",1389760880024465408,1970968792349216901,2025-09-24 21:49:13+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 2}",@MisaelMH1 @JDOviedoAr Jajajaja 😂 🤣 😂 🤣 😂 🤣 😂 https://t.co/1y9rkF9mfq,['1970968792349216901'],LabradaAudrey,Audrey Cadena Labrada
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 28, 'username': 'consejodeestado', 'id': '190713465'}, {'start': 29, 'end': 43, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}], 'annotations': [{'start': 72, 'end': 75, 'probability': 0.6559, 'type': 'Person', 'normalized_text': 'Bosa'}]}",990430131234770944,1970967773259104618,2025-09-24 21:45:10+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 19}","@JDOviedoAr @consejodeestado @ConTodaPorCol le firmo allá en su casa de Bosa, claro, si es que todavía sigue conociendo los problemas de primera mano, ajajaja.",['1970967773259104618'],Andreskgba1,Capibara1783
"{'mentions': [{'start': 0, 'end': 11, 'username': 'Rincon001A', 'id': '410062576'}, {'start': 112, 'end': 128, 'username': 'ABDELAESPRIELLA', 'id': '1657059045956517897'}, {'start': 132, 'end': 145, 'username': 'VickyDavilaH', 'id': '242730842'}, {'start': 149, 'end': 163, 'username': 'MariaFdaCabal', 'id': '350862112'}, {'start': 168, 'end': 179, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 184, 'end': 200, 'username': 'PalomaValenciaL', 'id': '149281495'}, {'start': 205, 'end': 218, 'username': 'PaolaHolguin', 'id': '185763733'}, {'start': 223, 'end': 233, 'username': 'lunadavid', 'id': '44740326'}], 'urls': [{'start': 234, 'end': 257, 'url': 'https://t.co/FzTcPExsiD', 'expanded_url': 'https://x.com/Mechitascasmont/status/1970967628870287665/photo/1', 'display_url': 'pic.x.com/FzTcPExsiD', 'media_key': '3_1970967619940352000'}], 'hashtags': [{'start': 15, 'end': 27, 'tag': 'Colombianos'}, {'start': 92, 'end': 107, 'tag': 'UnicoCandidato'}]}",1084612507,1970967628870287665,2025-09-24 21:44:36+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 7}","@Rincon001A 🇨🇴 #Colombianos
Ahora sí entendieron por qué es imperante unirnos en torno a un #UnicoCandidato?
▪︎ @ABDELAESPRIELLA
▪︎ @VickyDavilaH
▪︎ @MariaFdaCabal 
▪︎ @JDOviedoAr 
▪︎ @PalomaValenciaL 
▪︎ @PaolaHolguin 
▪︎ @lunadavid https://t.co/FzTcPExsiD",['1970967628870287665'],Mechitascasmont,Mechitascasmonth
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}], 'annotations': [{'start': 27, 'end': 31, 'probability': 0.7596, 'type': 'Person', 'normalized_text': 'Galán'}]}",55389007,1970967628106825773,2025-09-24 21:44:36+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 54}","@JDOviedoAr Labor? Pero si Galán ha hecho lo que se le da la gana con o sin usted, por eso hay inseguridad, basuras y la ciudad es una selva de polisombra",['1970967628106825773'],ccastillo8812,Camilo Castillo
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}]}",1153273869270224897,1970966977666744376,2025-09-24 21:42:00+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 14}",@JDOviedoAr Que deterioro,['1970966977666744376'],laszungas,Morro Plancho!
"{'mentions': [{'start': 0, 'end': 13, 'username': 'UltimaHoraCR', 'id': '1297930090135920640'}, {'start': 14, 'end': 25, 'username': 'JDOviedoAr', 'id': '219434063'}], 'annotations': [{'start': 52, 'end': 55, 'probability': 0.6322, 'type': 'Other', 'normalized_text': 'JBCS'}]}",369864165,1970964138060022116,2025-09-24 21:30:43+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 22}",@UltimaHoraCR @JDOviedoAr O n Ku o no pi lo o. Ven. JBCS mi a xq a amor ssbz x c x vzXzx vez cz 😂😂😂🙏🏻😳😂😳🙏🏻😂😂🙏🏻😂🙏🏻😂😂👏🏿👏🏿😂,['1970964138060022116'],jara0421,J. A.R. A. - Urrao
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}]}",1523242724895465474,1970963484415492547,2025-09-24 21:28:08+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 98}",@JDOviedoAr Solo se lanzan para después cobrarle al estado esos 3 votos que sacan,['1970963484415492547'],BangeraPlaza,Ribanplaz
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}]}",1851267896959184896,1970959856195821921,2025-09-24 21:13:43+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 25}",@JDOviedoAr Bien dicho agradezco que está de su lado si no sale sale sale,['1970959856195821921'],BalagueraT81656,Tito Balaguera
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}]}",1719955752280813568,1970958723423273208,2025-09-24 21:09:12+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 12}",@JDOviedoAr Jajajajaja este man si es vergüenza ajena de verdad.,['1970958723423273208'],Styfersonvj8,styferson velasquez
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}]}",1440942513854971908,1970957810923139328,2025-09-24 21:05:35+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 22}",@JDOviedoAr 🤢🤢🤢🤮🤮🤮,['1970957810923139328'],JohnGon16093459,John Gonzalez
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}]}",1739116560147476480,1970957275411120481,2025-09-24 21:03:27+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 25}",@JDOviedoAr Jajajaja si a bueno,['1970957275411120481'],ZapataYeis15597,Yeison
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}]}",1086641141158739968,1970956437879914661,2025-09-24 21:00:08+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 20}",@JDOviedoAr Y ese rayito que?? Jajajja,['1970956437879914661'],ActorJoaquin,megaman🦁
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}], 'annotations': [{'start': 61, 'end': 64, 'probability': 0.8712, 'type': 'Place', 'normalized_text': 'Bosa'}, {'start': 144, 'end': 149, 'probability': 0.6839, 'type': 'Person', 'normalized_text': 'Maluma'}]}",128571803,1970954764625277291,2025-09-24 20:53:29+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 73}",@JDOviedoAr Ya entregó el apartamento que había arrendado en Bosa? O lo va a volver a tomar en arriendo para campaña? Ahí puede invitar hasta a Maluma ya que le parece tan divino 🤣🤣🤣🤣,['1970954764625277291'],angiovanny,Chester J. Lampwick
"{'mentions': [{'start': 0, 'end': 13, 'username': 'CamiloSilvaJ', 'id': '1597352947'}, {'start': 14, 'end': 26, 'username': 'JulioMSilva', 'id': '286787708'}, {'start': 27, 'end': 38, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 39, 'end': 48, 'username': 'jebedoya', 'id': '285323248'}, {'start': 49, 'end': 65, 'username': 'AlbertoBernalLe', 'id': '179722950'}, {'start': 66, 'end': 82, 'username': 'BocanegraNelson', 'id': '282210409'}, {'start': 83, 'end': 96, 'username': 'DanielMejiaL', 'id': '745646359'}, {'start': 97, 'end': 111, 'username': 'danielpacheco', 'id': '36087400'}, {'start': 112, 'end': 120, 'username': 'GarcFab', 'id': '462668262'}, {'start': 121, 'end': 136, 'username': 'FelipeCamposPC', 'id': '116176335'}, {'start': 137, 'end': 152, 'username': 'SandraForeroR1', 'id': '4787405787'}, {'start': 153, 'end': 163, 'username': 'agaviriau', 'id': '175806207'}, {'start': 164, 'end': 173, 'username': 'dgomezco', 'id': '242638754'}, {'start': 174, 'end': 189, 'username': 'GabrielFlorezG', 'id': '3430164040'}, {'start': 190, 'end': 206, 'username': 'henrygonzalez30', 'id': '151307259'}, {'start': 207, 'end': 218, 'username': 'Ojoprivado', 'id': '65267279'}, {'start': 219, 'end': 231, 'username': 'consumiendo', 'id': '137674752'}, {'start': 232, 'end': 248, 'username': 'Aligarciaherrer', 'id': '137255482'}, {'start': 249, 'end': 261, 'username': 'juanauribep', 'id': '129683990'}, {'start': 262, 'end': 277, 'username': 'JorgeARestrepo', 'id': '22386555'}, {'start': 278, 'end': 294, 'username': 'MauricioJaramil', 'id': '17572957'}, {'start': 295, 'end': 306, 'username': 'NunezJairo', 'id': '329415263'}, {'start': 307, 'end': 317, 'username': 'JoMalagon', 'id': '487709592'}, {'start': 318, 'end': 326, 'username': 'jrestrp', 'id': '327553766'}, {'start': 327, 'end': 338, 'username': 'jllanosala', 'id': '155393726'}, {'start': 339, 'end': 352, 'username': 'Jhbarrientos', 'id': '388842952'}, {'start': 353, 'end': 369, 'username': 'jromerotarazona', 'id': '343156626'}, {'start': 370, 'end': 382, 'username': 'PinzonBueno', 'id': '3401638840'}], 'urls': [{'start': 654, 'end': 677, 'url': 'https://t.co/vtfFsNy1jZ', 'expanded_url': 'https://x.com/mauricio_hdez/status/1970954720694108416/photo/1', 'display_url': 'pic.x.com/vtfFsNy1jZ', 'media_key': '3_1970954074938814464'}], 'annotations': [{'start': 555, 'end': 560, 'probability': 0.5894, 'type': 'Organization', 'normalized_text': 'BanRep'}], 'hashtags': [{'start': 635, 'end': 653, 'tag': 'SituaciónColombia'}]}",308673939,1970954720694108416,2025-09-24 20:53:18+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 83}","@CamiloSilvaJ @JulioMSilva @JDOviedoAr @jebedoya @AlbertoBernalLe @BocanegraNelson @DanielMejiaL @danielpacheco @GarcFab @FelipeCamposPC @SandraForeroR1 @agaviriau @dgomezco @GabrielFlorezG @henrygonzalez30 @Ojoprivado @consumiendo @Aligarciaherrer @juanauribep @JorgeARestrepo @MauricioJaramil @NunezJairo @JoMalagon @jrestrp @jllanosala @Jhbarrientos @jromerotarazona @PinzonBueno 5/5 🧵📉🏦
Inflación cede, pero lento: servicios y regulados siguen rígidos; la indexación (salario mínimo) añade inercia. Con demanda interna firme y frente fiscal incierto, BanRep prioriza prudencia: recortes graduales y condicionados a señales claras.
#SituaciónColombia https://t.co/vtfFsNy1jZ",['1970954720694108416'],mauricio_hdez,Mauricio Hernández Monsalve
